arrival_time,job,operation,process,machine,capacity,processing_time,weight
0.0,J97,J97_O1,M1,M1,1,63.0,68.0
0.0,J97,J97_O1,M2,M2,1,29.0,68.0
0.0,J97,J97_O1,M3,M3,1,24.0,68.0
0.0,J97,J97_O1,M4,M4,1,20.0,68.0
0.0,J97,J97_O1,M5,M5,1,65.0,68.0
0.0,J98,J98_O1,M1,M1,1,54.0,10.0
0.0,J98,J98_O1,M2,M2,1,43.0,10.0
0.0,J98,J98_O1,M3,M3,1,18.0,10.0
0.0,J98,J98_O1,M4,M4,1,98.0,10.0
0.0,J98,J98_O1,M5,M5,1,82.0,10.0
0.0,J99,J99_O1,M1,M1,1,48.0,83.0
0.0,J99,J99_O1,M2,M2,1,59.0,83.0
0.0,J99,J99_O1,M3,M3,1,72.0,83.0
0.0,J99,J99_O1,M4,M4,1,59.0,83.0
0.0,J99,J99_O1,M5,M5,1,18.0,83.0
0.0,J100,J100_O1,M1,M1,1,97.0,66.0
0.0,J100,J100_O1,M2,M2,1,27.0,66.0
0.0,J100,J100_O1,M3,M3,1,35.0,66.0
0.0,J100,J100_O1,M4,M4,1,79.0,66.0
0.0,J100,J100_O1,M5,M5,1,17.0,66.0
0.0,J101,J101_O1,M1,M1,1,16.0,4.0
0.0,J101,J101_O1,M2,M2,1,92.0,4.0
0.0,J101,J101_O1,M3,M3,1,63.0,4.0
0.0,J101,J101_O1,M4,M4,1,97.0,4.0
0.0,J101,J101_O1,M5,M5,1,20.0,4.0
0.0,J102,J102_O1,M1,M1,1,78.0,70.0
0.0,J102,J102_O1,M2,M2,1,98.0,70.0
0.0,J102,J102_O1,M3,M3,1,72.0,70.0
0.0,J102,J102_O1,M4,M4,1,15.0,70.0
0.0,J102,J102_O1,M5,M5,1,62.0,70.0
0.0,J103,J103_O1,M1,M1,1,90.0,49.0
0.0,J103,J103_O1,M2,M2,1,81.0,49.0
0.0,J103,J103_O1,M3,M3,1,79.0,49.0
0.0,J103,J103_O1,M4,M4,1,40.0,49.0
0.0,J103,J103_O1,M5,M5,1,38.0,49.0
0.0,J104,J104_O1,M1,M1,1,78.0,78.0
0.0,J104,J104_O1,M2,M2,1,23.0,78.0
0.0,J104,J104_O1,M3,M3,1,58.0,78.0
0.0,J104,J104_O1,M4,M4,1,21.0,78.0
0.0,J104,J104_O1,M5,M5,1,32.0,78.0
0.0,J105,J105_O1,M1,M1,1,57.0,88.0
0.0,J105,J105_O1,M2,M2,1,27.0,88.0
0.0,J105,J105_O1,M3,M3,1,54.0,88.0
0.0,J105,J105_O1,M4,M4,1,21.0,88.0
0.0,J105,J105_O1,M5,M5,1,13.0,88.0
0.0,J106,J106_O1,M1,M1,1,62.0,10.0
0.0,J106,J106_O1,M2,M2,1,45.0,10.0
0.0,J106,J106_O1,M3,M3,1,89.0,10.0
0.0,J106,J106_O1,M4,M4,1,66.0,10.0
0.0,J106,J106_O1,M5,M5,1,51.0,10.0
0.0,J107,J107_O1,M1,M1,1,52.0,42.0
0.0,J107,J107_O1,M2,M2,1,71.0,42.0
0.0,J107,J107_O1,M3,M3,1,80.0,42.0
0.0,J107,J107_O1,M4,M4,1,45.0,42.0
0.0,J107,J107_O1,M5,M5,1,81.0,42.0
0.0,J108,J108_O1,M1,M1,1,25.0,58.0
0.0,J108,J108_O1,M2,M2,1,16.0,58.0
0.0,J108,J108_O1,M3,M3,1,46.0,58.0
0.0,J108,J108_O1,M4,M4,1,31.0,58.0
0.0,J108,J108_O1,M5,M5,1,37.0,58.0
0.0,J109,J109_O1,M1,M1,1,17.0,1.0
0.0,J109,J109_O1,M2,M2,1,91.0,1.0
0.0,J109,J109_O1,M3,M3,1,93.0,1.0
0.0,J109,J109_O1,M4,M4,1,97.0,1.0
0.0,J109,J109_O1,M5,M5,1,32.0,1.0
0.0,J110,J110_O1,M1,M1,1,50.0,25.0
0.0,J110,J110_O1,M2,M2,1,12.0,25.0
0.0,J110,J110_O1,M3,M3,1,53.0,25.0
0.0,J110,J110_O1,M4,M4,1,14.0,25.0
0.0,J110,J110_O1,M5,M5,1,28.0,25.0
0.0,J111,J111_O1,M1,M1,1,84.0,49.0
0.0,J111,J111_O1,M2,M2,1,48.0,49.0
0.0,J111,J111_O1,M3,M3,1,51.0,49.0
0.0,J111,J111_O1,M4,M4,1,85.0,49.0
0.0,J111,J111_O1,M5,M5,1,79.0,49.0
0.0,J112,J112_O1,M1,M1,1,46.0,65.0
0.0,J112,J112_O1,M2,M2,1,19.0,65.0
0.0,J112,J112_O1,M3,M3,1,32.0,65.0
0.0,J112,J112_O1,M4,M4,1,15.0,65.0
0.0,J112,J112_O1,M5,M5,1,20.0,65.0
0.0,J113,J113_O1,M1,M1,1,17.0,19.0
0.0,J113,J113_O1,M2,M2,1,72.0,19.0
0.0,J113,J113_O1,M3,M3,1,82.0,19.0
0.0,J113,J113_O1,M4,M4,1,52.0,19.0
0.0,J113,J113_O1,M5,M5,1,16.0,19.0
0.0,J114,J114_O1,M1,M1,1,73.0,49.0
0.0,J114,J114_O1,M2,M2,1,97.0,49.0
0.0,J114,J114_O1,M3,M3,1,12.0,49.0
0.0,J114,J114_O1,M4,M4,1,25.0,49.0
0.0,J114,J114_O1,M5,M5,1,99.0,49.0
0.0,J115,J115_O1,M1,M1,1,58.0,27.0
0.0,J115,J115_O1,M2,M2,1,90.0,27.0
0.0,J115,J115_O1,M3,M3,1,52.0,27.0
0.0,J115,J115_O1,M4,M4,1,54.0,27.0
0.0,J115,J115_O1,M5,M5,1,62.0,27.0
0.0,J116,J116_O1,M1,M1,1,21.0,64.0
0.0,J116,J116_O1,M2,M2,1,44.0,64.0
0.0,J116,J116_O1,M3,M3,1,18.0,64.0
0.0,J116,J116_O1,M4,M4,1,48.0,64.0
0.0,J116,J116_O1,M5,M5,1,41.0,64.0
0.0,J117,J117_O1,M1,M1,1,48.0,10.0
0.0,J117,J117_O1,M2,M2,1,85.0,10.0
0.0,J117,J117_O1,M3,M3,1,60.0,10.0
0.0,J117,J117_O1,M4,M4,1,80.0,10.0
0.0,J117,J117_O1,M5,M5,1,73.0,10.0
0.0,J118,J118_O1,M1,M1,1,13.0,34.0
0.0,J118,J118_O1,M2,M2,1,67.0,34.0
0.0,J118,J118_O1,M3,M3,1,14.0,34.0
0.0,J118,J118_O1,M4,M4,1,81.0,34.0
0.0,J118,J118_O1,M5,M5,1,47.0,34.0
0.0,J119,J119_O1,M1,M1,1,77.0,87.0
0.0,J119,J119_O1,M2,M2,1,95.0,87.0
0.0,J119,J119_O1,M3,M3,1,70.0,87.0
0.0,J119,J119_O1,M4,M4,1,70.0,87.0
0.0,J119,J119_O1,M5,M5,1,54.0,87.0
0.0,J120,J120_O1,M1,M1,1,93.0,99.0
0.0,J120,J120_O1,M2,M2,1,58.0,99.0
0.0,J120,J120_O1,M3,M3,1,33.0,99.0
0.0,J120,J120_O1,M4,M4,1,69.0,99.0
0.0,J120,J120_O1,M5,M5,1,22.0,99.0
0.0,J121,J121_O1,M1,M1,1,88.0,72.0
0.0,J121,J121_O1,M2,M2,1,33.0,72.0
0.0,J121,J121_O1,M3,M3,1,83.0,72.0
0.0,J121,J121_O1,M4,M4,1,86.0,72.0
0.0,J121,J121_O1,M5,M5,1,27.0,72.0
0.0,J122,J122_O1,M1,M1,1,15.0,21.0
0.0,J122,J122_O1,M2,M2,1,39.0,21.0
0.0,J122,J122_O1,M3,M3,1,25.0,21.0
0.0,J122,J122_O1,M4,M4,1,51.0,21.0
0.0,J122,J122_O1,M5,M5,1,11.0,21.0
0.0,J123,J123_O1,M1,M1,1,15.0,80.0
0.0,J123,J123_O1,M2,M2,1,15.0,80.0
0.0,J123,J123_O1,M3,M3,1,19.0,80.0
0.0,J123,J123_O1,M4,M4,1,60.0,80.0
0.0,J123,J123_O1,M5,M5,1,40.0,80.0
0.0,J124,J124_O1,M1,M1,1,24.0,87.0
0.0,J124,J124_O1,M2,M2,1,74.0,87.0
0.0,J124,J124_O1,M3,M3,1,25.0,87.0
0.0,J124,J124_O1,M4,M4,1,50.0,87.0
0.0,J124,J124_O1,M5,M5,1,76.0,87.0
0.0,J125,J125_O1,M1,M1,1,57.0,13.0
0.0,J125,J125_O1,M2,M2,1,86.0,13.0
0.0,J125,J125_O1,M3,M3,1,94.0,13.0
0.0,J125,J125_O1,M4,M4,1,48.0,13.0
0.0,J125,J125_O1,M5,M5,1,20.0,13.0
0.0,J126,J126_O1,M1,M1,1,38.0,78.0
0.0,J126,J126_O1,M2,M2,1,98.0,78.0
0.0,J126,J126_O1,M3,M3,1,13.0,78.0
0.0,J126,J126_O1,M4,M4,1,82.0,78.0
0.0,J126,J126_O1,M5,M5,1,99.0,78.0
0.0,J127,J127_O1,M1,M1,1,69.0,72.0
0.0,J127,J127_O1,M2,M2,1,65.0,72.0
0.0,J127,J127_O1,M3,M3,1,69.0,72.0
0.0,J127,J127_O1,M4,M4,1,73.0,72.0
0.0,J127,J127_O1,M5,M5,1,25.0,72.0
0.0,J128,J128_O1,M1,M1,1,22.0,5.0
0.0,J128,J128_O1,M2,M2,1,100.0,5.0
0.0,J128,J128_O1,M3,M3,1,15.0,5.0
0.0,J128,J128_O1,M4,M4,1,47.0,5.0
0.0,J128,J128_O1,M5,M5,1,81.0,5.0
0.0,J129,J129_O1,M1,M1,1,59.0,79.0
0.0,J129,J129_O1,M2,M2,1,68.0,79.0
0.0,J129,J129_O1,M3,M3,1,62.0,79.0
0.0,J129,J129_O1,M4,M4,1,99.0,79.0
0.0,J129,J129_O1,M5,M5,1,69.0,79.0
0.0,J130,J130_O1,M1,M1,1,39.0,56.0
0.0,J130,J130_O1,M2,M2,1,69.0,56.0
0.0,J130,J130_O1,M3,M3,1,96.0,56.0
0.0,J130,J130_O1,M4,M4,1,36.0,56.0
0.0,J130,J130_O1,M5,M5,1,27.0,56.0
0.0,J131,J131_O1,M1,M1,1,10.0,100.0
0.0,J131,J131_O1,M2,M2,1,66.0,100.0
0.0,J131,J131_O1,M3,M3,1,29.0,100.0
0.0,J131,J131_O1,M4,M4,1,46.0,100.0
0.0,J131,J131_O1,M5,M5,1,73.0,100.0
0.0,J132,J132_O1,M1,M1,1,31.0,76.0
0.0,J132,J132_O1,M2,M2,1,91.0,76.0
0.0,J132,J132_O1,M3,M3,1,45.0,76.0
0.0,J132,J132_O1,M4,M4,1,49.0,76.0
0.0,J132,J132_O1,M5,M5,1,90.0,76.0
0.0,J133,J133_O1,M1,M1,1,57.0,65.0
0.0,J133,J133_O1,M2,M2,1,15.0,65.0
0.0,J133,J133_O1,M3,M3,1,56.0,65.0
0.0,J133,J133_O1,M4,M4,1,24.0,65.0
0.0,J133,J133_O1,M5,M5,1,93.0,65.0
0.0,J134,J134_O1,M1,M1,1,65.0,72.0
0.0,J134,J134_O1,M2,M2,1,18.0,72.0
0.0,J134,J134_O1,M3,M3,1,64.0,72.0
0.0,J134,J134_O1,M4,M4,1,95.0,72.0
0.0,J134,J134_O1,M5,M5,1,71.0,72.0
0.0,J135,J135_O1,M1,M1,1,63.0,46.0
0.0,J135,J135_O1,M2,M2,1,17.0,46.0
0.0,J135,J135_O1,M3,M3,1,20.0,46.0
0.0,J135,J135_O1,M4,M4,1,36.0,46.0
0.0,J135,J135_O1,M5,M5,1,15.0,46.0
0.0,J136,J136_O1,M1,M1,1,62.0,29.0
0.0,J136,J136_O1,M2,M2,1,17.0,29.0
0.0,J136,J136_O1,M3,M3,1,58.0,29.0
0.0,J136,J136_O1,M4,M4,1,95.0,29.0
0.0,J136,J136_O1,M5,M5,1,38.0,29.0
0.0,J137,J137_O1,M1,M1,1,70.0,17.0
0.0,J137,J137_O1,M2,M2,1,47.0,17.0
0.0,J137,J137_O1,M3,M3,1,49.0,17.0
0.0,J137,J137_O1,M4,M4,1,87.0,17.0
0.0,J137,J137_O1,M5,M5,1,47.0,17.0
0.0,J138,J138_O1,M1,M1,1,90.0,97.0
0.0,J138,J138_O1,M2,M2,1,21.0,97.0
0.0,J138,J138_O1,M3,M3,1,14.0,97.0
0.0,J138,J138_O1,M4,M4,1,57.0,97.0
0.0,J138,J138_O1,M5,M5,1,72.0,97.0
0.0,J139,J139_O1,M1,M1,1,22.0,81.0
0.0,J139,J139_O1,M2,M2,1,91.0,81.0
0.0,J139,J139_O1,M3,M3,1,27.0,81.0
0.0,J139,J139_O1,M4,M4,1,37.0,81.0
0.0,J139,J139_O1,M5,M5,1,57.0,81.0
0.0,J140,J140_O1,M1,M1,1,26.0,91.0
0.0,J140,J140_O1,M2,M2,1,25.0,91.0
0.0,J140,J140_O1,M3,M3,1,77.0,91.0
0.0,J140,J140_O1,M4,M4,1,15.0,91.0
0.0,J140,J140_O1,M5,M5,1,79.0,91.0
0.0,J141,J141_O1,M1,M1,1,42.0,59.0
0.0,J141,J141_O1,M2,M2,1,72.0,59.0
0.0,J141,J141_O1,M3,M3,1,48.0,59.0
0.0,J141,J141_O1,M4,M4,1,12.0,59.0
0.0,J141,J141_O1,M5,M5,1,44.0,59.0
0.0,J142,J142_O1,M1,M1,1,73.0,10.0
0.0,J142,J142_O1,M2,M2,1,87.0,10.0
0.0,J142,J142_O1,M3,M3,1,92.0,10.0
0.0,J142,J142_O1,M4,M4,1,43.0,10.0
0.0,J142,J142_O1,M5,M5,1,22.0,10.0
0.0,J143,J143_O1,M1,M1,1,79.0,58.0
0.0,J143,J143_O1,M2,M2,1,24.0,58.0
0.0,J143,J143_O1,M3,M3,1,25.0,58.0
0.0,J143,J143_O1,M4,M4,1,24.0,58.0
0.0,J143,J143_O1,M5,M5,1,76.0,58.0
0.0,J144,J144_O1,M1,M1,1,51.0,44.0
0.0,J144,J144_O1,M2,M2,1,94.0,44.0
0.0,J144,J144_O1,M3,M3,1,63.0,44.0
0.0,J144,J144_O1,M4,M4,1,17.0,44.0
0.0,J144,J144_O1,M5,M5,1,38.0,44.0
0.0,J145,J145_O1,M1,M1,1,85.0,76.0
0.0,J145,J145_O1,M2,M2,1,32.0,76.0
0.0,J145,J145_O1,M3,M3,1,59.0,76.0
0.0,J145,J145_O1,M4,M4,1,81.0,76.0
0.0,J145,J145_O1,M5,M5,1,96.0,76.0
0.0,J146,J146_O1,M1,M1,1,33.0,4.0
0.0,J146,J146_O1,M2,M2,1,62.0,4.0
0.0,J146,J146_O1,M3,M3,1,100.0,4.0
0.0,J146,J146_O1,M4,M4,1,48.0,4.0
0.0,J146,J146_O1,M5,M5,1,54.0,4.0
0.0,J147,J147_O1,M1,M1,1,97.0,8.0
0.0,J147,J147_O1,M2,M2,1,21.0,8.0
0.0,J147,J147_O1,M3,M3,1,65.0,8.0
0.0,J147,J147_O1,M4,M4,1,50.0,8.0
0.0,J147,J147_O1,M5,M5,1,47.0,8.0
0.0,J148,J148_O1,M1,M1,1,16.0,3.0
0.0,J148,J148_O1,M2,M2,1,28.0,3.0
0.0,J148,J148_O1,M3,M3,1,66.0,3.0
0.0,J148,J148_O1,M4,M4,1,46.0,3.0
0.0,J148,J148_O1,M5,M5,1,67.0,3.0
0.0,J149,J149_O1,M1,M1,1,63.0,97.0
0.0,J149,J149_O1,M2,M2,1,50.0,97.0
0.0,J149,J149_O1,M3,M3,1,18.0,97.0
0.0,J149,J149_O1,M4,M4,1,36.0,97.0
0.0,J149,J149_O1,M5,M5,1,51.0,97.0
0.0,J150,J150_O1,M1,M1,1,60.0,29.0
0.0,J150,J150_O1,M2,M2,1,57.0,29.0
0.0,J150,J150_O1,M3,M3,1,31.0,29.0
0.0,J150,J150_O1,M4,M4,1,36.0,29.0
0.0,J150,J150_O1,M5,M5,1,81.0,29.0
0.0,J151,J151_O1,M1,M1,1,92.0,97.0
0.0,J151,J151_O1,M2,M2,1,100.0,97.0
0.0,J151,J151_O1,M3,M3,1,78.0,97.0
0.0,J151,J151_O1,M4,M4,1,93.0,97.0
0.0,J151,J151_O1,M5,M5,1,41.0,97.0
0.0,J152,J152_O1,M1,M1,1,84.0,27.0
0.0,J152,J152_O1,M2,M2,1,27.0,27.0
0.0,J152,J152_O1,M3,M3,1,32.0,27.0
0.0,J152,J152_O1,M4,M4,1,73.0,27.0
0.0,J152,J152_O1,M5,M5,1,94.0,27.0
0.0,J153,J153_O1,M1,M1,1,79.0,29.0
0.0,J153,J153_O1,M2,M2,1,78.0,29.0
0.0,J153,J153_O1,M3,M3,1,64.0,29.0
0.0,J153,J153_O1,M4,M4,1,95.0,29.0
0.0,J153,J153_O1,M5,M5,1,88.0,29.0
0.0,J154,J154_O1,M1,M1,1,49.0,71.0
0.0,J154,J154_O1,M2,M2,1,78.0,71.0
0.0,J154,J154_O1,M3,M3,1,54.0,71.0
0.0,J154,J154_O1,M4,M4,1,86.0,71.0
0.0,J154,J154_O1,M5,M5,1,28.0,71.0
0.0,J155,J155_O1,M1,M1,1,95.0,43.0
0.0,J155,J155_O1,M2,M2,1,98.0,43.0
0.0,J155,J155_O1,M3,M3,1,37.0,43.0
0.0,J155,J155_O1,M4,M4,1,46.0,43.0
0.0,J155,J155_O1,M5,M5,1,16.0,43.0
0.0,J156,J156_O1,M1,M1,1,83.0,50.0
0.0,J156,J156_O1,M2,M2,1,48.0,50.0
0.0,J156,J156_O1,M3,M3,1,91.0,50.0
0.0,J156,J156_O1,M4,M4,1,97.0,50.0
0.0,J156,J156_O1,M5,M5,1,39.0,50.0
0.0,J157,J157_O1,M1,M1,1,38.0,81.0
0.0,J157,J157_O1,M2,M2,1,96.0,81.0
0.0,J157,J157_O1,M3,M3,1,59.0,81.0
0.0,J157,J157_O1,M4,M4,1,28.0,81.0
0.0,J157,J157_O1,M5,M5,1,88.0,81.0
0.0,J158,J158_O1,M1,M1,1,23.0,40.0
0.0,J158,J158_O1,M2,M2,1,23.0,40.0
0.0,J158,J158_O1,M3,M3,1,34.0,40.0
0.0,J158,J158_O1,M4,M4,1,59.0,40.0
0.0,J158,J158_O1,M5,M5,1,78.0,40.0
0.0,J159,J159_O1,M1,M1,1,33.0,61.0
0.0,J159,J159_O1,M2,M2,1,96.0,61.0
0.0,J159,J159_O1,M3,M3,1,61.0,61.0
0.0,J159,J159_O1,M4,M4,1,55.0,61.0
0.0,J159,J159_O1,M5,M5,1,62.0,61.0
0.0,J160,J160_O1,M1,M1,1,92.0,56.0
0.0,J160,J160_O1,M2,M2,1,82.0,56.0
0.0,J160,J160_O1,M3,M3,1,38.0,56.0
0.0,J160,J160_O1,M4,M4,1,63.0,56.0
0.0,J160,J160_O1,M5,M5,1,69.0,56.0
0.0,J161,J161_O1,M1,M1,1,38.0,80.0
0.0,J161,J161_O1,M2,M2,1,88.0,80.0
0.0,J161,J161_O1,M3,M3,1,29.0,80.0
0.0,J161,J161_O1,M4,M4,1,71.0,80.0
0.0,J161,J161_O1,M5,M5,1,37.0,80.0
0.0,J162,J162_O1,M1,M1,1,97.0,2.0
0.0,J162,J162_O1,M2,M2,1,10.0,2.0
0.0,J162,J162_O1,M3,M3,1,66.0,2.0
0.0,J162,J162_O1,M4,M4,1,56.0,2.0
0.0,J162,J162_O1,M5,M5,1,28.0,2.0
0.0,J163,J163_O1,M1,M1,1,15.0,61.0
0.0,J163,J163_O1,M2,M2,1,63.0,61.0
0.0,J163,J163_O1,M3,M3,1,39.0,61.0
0.0,J163,J163_O1,M4,M4,1,90.0,61.0
0.0,J163,J163_O1,M5,M5,1,49.0,61.0
0.0,J164,J164_O1,M1,M1,1,62.0,29.0
0.0,J164,J164_O1,M2,M2,1,30.0,29.0
0.0,J164,J164_O1,M3,M3,1,77.0,29.0
0.0,J164,J164_O1,M4,M4,1,61.0,29.0
0.0,J164,J164_O1,M5,M5,1,50.0,29.0
0.0,J165,J165_O1,M1,M1,1,87.0,15.0
0.0,J165,J165_O1,M2,M2,1,12.0,15.0
0.0,J165,J165_O1,M3,M3,1,82.0,15.0
0.0,J165,J165_O1,M4,M4,1,35.0,15.0
0.0,J165,J165_O1,M5,M5,1,95.0,15.0
0.0,J166,J166_O1,M1,M1,1,78.0,99.0
0.0,J166,J166_O1,M2,M2,1,13.0,99.0
0.0,J166,J166_O1,M3,M3,1,56.0,99.0
0.0,J166,J166_O1,M4,M4,1,42.0,99.0
0.0,J166,J166_O1,M5,M5,1,46.0,99.0
0.0,J167,J167_O1,M1,M1,1,36.0,94.0
0.0,J167,J167_O1,M2,M2,1,42.0,94.0
0.0,J167,J167_O1,M3,M3,1,59.0,94.0
0.0,J167,J167_O1,M4,M4,1,55.0,94.0
0.0,J167,J167_O1,M5,M5,1,92.0,94.0
0.0,J168,J168_O1,M1,M1,1,99.0,80.0
0.0,J168,J168_O1,M2,M2,1,12.0,80.0
0.0,J168,J168_O1,M3,M3,1,63.0,80.0
0.0,J168,J168_O1,M4,M4,1,89.0,80.0
0.0,J168,J168_O1,M5,M5,1,53.0,80.0
0.0,J169,J169_O1,M1,M1,1,60.0,22.0
0.0,J169,J169_O1,M2,M2,1,90.0,22.0
0.0,J169,J169_O1,M3,M3,1,74.0,22.0
0.0,J169,J169_O1,M4,M4,1,22.0,22.0
0.0,J169,J169_O1,M5,M5,1,51.0,22.0
0.0,J170,J170_O1,M1,M1,1,94.0,27.0
0.0,J170,J170_O1,M2,M2,1,92.0,27.0
0.0,J170,J170_O1,M3,M3,1,81.0,27.0
0.0,J170,J170_O1,M4,M4,1,81.0,27.0
0.0,J170,J170_O1,M5,M5,1,97.0,27.0
0.0,J171,J171_O1,M1,M1,1,93.0,79.0
0.0,J171,J171_O1,M2,M2,1,34.0,79.0
0.0,J171,J171_O1,M3,M3,1,89.0,79.0
0.0,J171,J171_O1,M4,M4,1,87.0,79.0
0.0,J171,J171_O1,M5,M5,1,47.0,79.0
0.0,J172,J172_O1,M1,M1,1,23.0,19.0
0.0,J172,J172_O1,M2,M2,1,58.0,19.0
0.0,J172,J172_O1,M3,M3,1,57.0,19.0
0.0,J172,J172_O1,M4,M4,1,94.0,19.0
0.0,J172,J172_O1,M5,M5,1,37.0,19.0
0.0,J173,J173_O1,M1,M1,1,39.0,94.0
0.0,J173,J173_O1,M2,M2,1,11.0,94.0
0.0,J173,J173_O1,M3,M3,1,47.0,94.0
0.0,J173,J173_O1,M4,M4,1,98.0,94.0
0.0,J173,J173_O1,M5,M5,1,44.0,94.0
0.0,J174,J174_O1,M1,M1,1,86.0,6.0
0.0,J174,J174_O1,M2,M2,1,50.0,6.0
0.0,J174,J174_O1,M3,M3,1,77.0,6.0
0.0,J174,J174_O1,M4,M4,1,45.0,6.0
0.0,J174,J174_O1,M5,M5,1,35.0,6.0
0.0,J175,J175_O1,M1,M1,1,24.0,46.0
0.0,J175,J175_O1,M2,M2,1,45.0,46.0
0.0,J175,J175_O1,M3,M3,1,26.0,46.0
0.0,J175,J175_O1,M4,M4,1,92.0,46.0
0.0,J175,J175_O1,M5,M5,1,35.0,46.0
0.0,J176,J176_O1,M1,M1,1,19.0,83.0
0.0,J176,J176_O1,M2,M2,1,51.0,83.0
0.0,J176,J176_O1,M3,M3,1,53.0,83.0
0.0,J176,J176_O1,M4,M4,1,59.0,83.0
0.0,J176,J176_O1,M5,M5,1,41.0,83.0
0.0,J177,J177_O1,M1,M1,1,24.0,80.0
0.0,J177,J177_O1,M2,M2,1,25.0,80.0
0.0,J177,J177_O1,M3,M3,1,51.0,80.0
0.0,J177,J177_O1,M4,M4,1,22.0,80.0
0.0,J177,J177_O1,M5,M5,1,86.0,80.0
0.0,J178,J178_O1,M1,M1,1,62.0,54.0
0.0,J178,J178_O1,M2,M2,1,32.0,54.0
0.0,J178,J178_O1,M3,M3,1,65.0,54.0
0.0,J178,J178_O1,M4,M4,1,97.0,54.0
0.0,J178,J178_O1,M5,M5,1,57.0,54.0
0.0,J179,J179_O1,M1,M1,1,17.0,44.0
0.0,J179,J179_O1,M2,M2,1,34.0,44.0
0.0,J179,J179_O1,M3,M3,1,40.0,44.0
0.0,J179,J179_O1,M4,M4,1,59.0,44.0
0.0,J179,J179_O1,M5,M5,1,66.0,44.0
0.0,J180,J180_O1,M1,M1,1,38.0,40.0
0.0,J180,J180_O1,M2,M2,1,76.0,40.0
0.0,J180,J180_O1,M3,M3,1,41.0,40.0
0.0,J180,J180_O1,M4,M4,1,45.0,40.0
0.0,J180,J180_O1,M5,M5,1,57.0,40.0
0.0,J181,J181_O1,M1,M1,1,95.0,19.0
0.0,J181,J181_O1,M2,M2,1,58.0,19.0
0.0,J181,J181_O1,M3,M3,1,45.0,19.0
0.0,J181,J181_O1,M4,M4,1,75.0,19.0
0.0,J181,J181_O1,M5,M5,1,81.0,19.0
0.0,J182,J182_O1,M1,M1,1,38.0,57.0
0.0,J182,J182_O1,M2,M2,1,81.0,57.0
0.0,J182,J182_O1,M3,M3,1,19.0,57.0
0.0,J182,J182_O1,M4,M4,1,44.0,57.0
0.0,J182,J182_O1,M5,M5,1,38.0,57.0
0.0,J183,J183_O1,M1,M1,1,77.0,30.0
0.0,J183,J183_O1,M2,M2,1,26.0,30.0
0.0,J183,J183_O1,M3,M3,1,16.0,30.0
0.0,J183,J183_O1,M4,M4,1,50.0,30.0
0.0,J183,J183_O1,M5,M5,1,73.0,30.0
0.0,J184,J184_O1,M1,M1,1,44.0,76.0
0.0,J184,J184_O1,M2,M2,1,61.0,76.0
0.0,J184,J184_O1,M3,M3,1,97.0,76.0
0.0,J184,J184_O1,M4,M4,1,32.0,76.0
0.0,J184,J184_O1,M5,M5,1,20.0,76.0
0.0,J185,J185_O1,M1,M1,1,90.0,54.0
0.0,J185,J185_O1,M2,M2,1,54.0,54.0
0.0,J185,J185_O1,M3,M3,1,44.0,54.0
0.0,J185,J185_O1,M4,M4,1,50.0,54.0
0.0,J185,J185_O1,M5,M5,1,76.0,54.0
0.0,J186,J186_O1,M1,M1,1,77.0,19.0
0.0,J186,J186_O1,M2,M2,1,72.0,19.0
0.0,J186,J186_O1,M3,M3,1,52.0,19.0
0.0,J186,J186_O1,M4,M4,1,27.0,19.0
0.0,J186,J186_O1,M5,M5,1,44.0,19.0
0.0,J187,J187_O1,M1,M1,1,85.0,33.0
0.0,J187,J187_O1,M2,M2,1,45.0,33.0
0.0,J187,J187_O1,M3,M3,1,56.0,33.0
0.0,J187,J187_O1,M4,M4,1,47.0,33.0
0.0,J187,J187_O1,M5,M5,1,52.0,33.0
0.0,J188,J188_O1,M1,M1,1,42.0,93.0
0.0,J188,J188_O1,M2,M2,1,18.0,93.0
0.0,J188,J188_O1,M3,M3,1,93.0,93.0
0.0,J188,J188_O1,M4,M4,1,72.0,93.0
0.0,J188,J188_O1,M5,M5,1,41.0,93.0
0.0,J189,J189_O1,M1,M1,1,63.0,38.0
0.0,J189,J189_O1,M2,M2,1,22.0,38.0
0.0,J189,J189_O1,M3,M3,1,66.0,38.0
0.0,J189,J189_O1,M4,M4,1,88.0,38.0
0.0,J189,J189_O1,M5,M5,1,18.0,38.0
0.0,J190,J190_O1,M1,M1,1,97.0,78.0
0.0,J190,J190_O1,M2,M2,1,84.0,78.0
0.0,J190,J190_O1,M3,M3,1,55.0,78.0
0.0,J190,J190_O1,M4,M4,1,61.0,78.0
0.0,J190,J190_O1,M5,M5,1,48.0,78.0
0.0,J191,J191_O1,M1,M1,1,81.0,57.0
0.0,J191,J191_O1,M2,M2,1,15.0,57.0
0.0,J191,J191_O1,M3,M3,1,62.0,57.0
0.0,J191,J191_O1,M4,M4,1,11.0,57.0
0.0,J191,J191_O1,M5,M5,1,74.0,57.0
0.0,J192,J192_O1,M1,M1,1,46.0,59.0
0.0,J192,J192_O1,M2,M2,1,44.0,59.0
0.0,J192,J192_O1,M3,M3,1,19.0,59.0
0.0,J192,J192_O1,M4,M4,1,94.0,59.0
0.0,J192,J192_O1,M5,M5,1,67.0,59.0
0.0,J193,J193_O1,M1,M1,1,22.0,62.0
